TaxYear,TaxDistrict,TIFProjectNum,TIFProjectName,TIFStatus,TIFStartYear,TIFEndYear,TIFPercentage,ParcelNumber,Library,JNVS,ParkDist,CityVillage,Township,School,TaxableLUC,TIFLUC,AppraisedLand,AppraisedImpr,AppraisedTotal,AssessedLand,AssessedImpr,AssessedTotal,Homesite,TaxRateType,FullRate,ReductionFactor,NonBusinessRate,OwnOccRate,EffectiveRate,EffRateCountyGen,EffRateChildren,EffRateADMH,EffRateFCBDD,EffRateParks,EffRateZoo,EffRateSenior,EffRateLibrary,EffRateJNVS,EffRateParkDist,EffRateCityVillage,EffRateTownship,EffRateSchools,EffRateCSCC,DivertedCountyGen,DivertedChildren,DivertedADMH,DivertedFCBDD,DivertedParks,DivertedZoo,DivertedSenior,DivertedLibrary,DivertedJNVS,DivertedParkDist,DivertedCityVillage,DivertedTownship,DivertedSchools,DivertedCSCC,DivertedTotal,TIFTotal,SourceFile,TIFJvs,TIFCityVillage,TIFTownship,TIFSchools,TIFMLND,TIFMBLD
2014,175,90-079,COLS WAGGONER M/I INCENT (175),Active,2006,2035,100,175273731,COL.&FRANKLIN COUNTY PUB LIB D,LICKING COUNTY JVSD,,COLUMBUS CITY,JEFFERSON TWP,LICKING HEIGHTS LSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,109700,109700,0,38400,38400,Yes,Res/Ag,98.9,0.098423,0.096661,0.024165,89.166048,1.47,4.843961,2.193655,6.979812,0.747837,0.69555,1.29625,2.8,2.54,0,1.43,11.488231,52.680752,0,49.39,162.76,73.71,234.52,25.13,23.37,43.55,94.08,85.34,0,48.05,400.3,0,0,1240.2,3010.28,TifDetails-TY2014-2025-05-22.xlsx,,,,,,
2014,175,90-079,COLS WAGGONER M/I INCENT (175),Active,2006,2035,100,175273732,COL.&FRANKLIN COUNTY PUB LIB D,LICKING COUNTY JVSD,,COLUMBUS CITY,JEFFERSON TWP,LICKING HEIGHTS LSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,109800,109800,0,38430,38430,Yes,Res/Ag,98.9,0.098423,0.096661,0.024165,89.166048,1.47,4.843961,2.193655,6.979812,0.747837,0.69555,1.29625,2.8,2.54,0,1.43,11.488231,52.680752,0,49.43,162.88,73.77,234.7,25.15,23.39,43.59,94.15,85.41,0,48.09,400.61,0,0,1241.17,3012.64,TifDetails-TY2014-2025-05-22.xlsx,,,,,,
2014,175,90-079,COLS WAGGONER M/I INCENT (175),Active,2006,2035,100,175273733,COL.&FRANKLIN COUNTY PUB LIB D,LICKING COUNTY JVSD,,COLUMBUS CITY,JEFFERSON TWP,LICKING HEIGHTS LSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,129200,129200,0,45220,45220,Yes,Res/Ag,98.9,0.098423,0.096661,0.024165,89.166048,1.47,4.843961,2.193655,6.979812,0.747837,0.69555,1.29625,2.8,2.54,0,1.43,11.488231,52.680752,0,58.16,191.66,86.8,276.18,29.59,27.52,51.29,110.79,100.5,0,56.58,471.39,0,0,1460.46,3544.9,TifDetails-TY2014-2025-05-22.xlsx,,,,,,
2014,175,90-079,COLS WAGGONER M/I INCENT (175),Active,2006,2035,100,175273734,COL.&FRANKLIN COUNTY PUB LIB D,LICKING COUNTY JVSD,,COLUMBUS CITY,JEFFERSON TWP,LICKING HEIGHTS LSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,130600,130600,0,45710,45710,Yes,Res/Ag,98.9,0.098423,0.096661,0.024165,89.166048,1.47,4.843961,2.193655,6.979812,0.747837,0.69555,1.29625,2.8,2.54,0,1.43,11.488231,52.680752,0,58.79,193.74,87.74,279.16,29.91,27.82,51.85,111.99,101.59,0,57.2,476.49,0,0,1476.28,3583.32,TifDetails-TY2014-2025-05-22.xlsx,,,,,,
2014,175,90-079,COLS WAGGONER M/I INCENT (175),Active,2006,2035,100,175273735,COL.&FRANKLIN COUNTY PUB LIB D,LICKING COUNTY JVSD,,COLUMBUS CITY,JEFFERSON TWP,LICKING HEIGHTS LSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,89600,89600,0,31360,31360,Yes,Res/Ag,98.9,0.098423,0.096661,0.024165,89.166048,1.47,4.843961,2.193655,6.979812,0.747837,0.69555,1.29625,2.8,2.54,0,1.43,11.488231,52.680752,0,40.34,132.92,60.19,191.52,20.52,19.09,35.57,76.83,69.7,0,39.24,326.9,0,0,1012.82,2458.38,TifDetails-TY2014-2025-05-22.xlsx,,,,,,
2014,175,90-079,COLS WAGGONER M/I INCENT (175),Active,2006,2035,100,175273736,COL.&FRANKLIN COUNTY PUB LIB D,LICKING COUNTY JVSD,,COLUMBUS CITY,JEFFERSON TWP,LICKING HEIGHTS LSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,129400,129400,0,45290,45290,Yes,Res/Ag,98.9,0.098423,0.096661,0.024165,89.166048,1.47,4.843961,2.193655,6.979812,0.747837,0.69555,1.29625,2.8,2.54,0,1.43,11.488231,52.680752,0,58.26,191.97,86.93,276.6,29.64,27.56,51.37,110.96,100.66,0,56.67,472.11,0,0,1462.73,3550.42,TifDetails-TY2014-2025-05-22.xlsx,,,,,,
2014,175,90-079,COLS WAGGONER M/I INCENT (175),Active,2006,2035,100,175273737,COL.&FRANKLIN COUNTY PUB LIB D,LICKING COUNTY JVSD,,COLUMBUS CITY,JEFFERSON TWP,LICKING HEIGHTS LSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,151600,151600,0,53060,53060,Yes,Res/Ag,98.9,0.098423,0.096661,0.024165,89.166048,1.47,4.843961,2.193655,6.979812,0.747837,0.69555,1.29625,2.8,2.54,0,1.43,11.488231,52.680752,0,68.25,224.89,101.85,324.06,34.72,32.29,60.18,130,117.93,0,66.4,553.1,0,0,1713.67,4159.52,TifDetails-TY2014-2025-05-22.xlsx,,,,,,
2014,175,90-079,COLS WAGGONER M/I INCENT (175),Active,2006,2035,100,175273738,COL.&FRANKLIN COUNTY PUB LIB D,LICKING COUNTY JVSD,,COLUMBUS CITY,JEFFERSON TWP,LICKING HEIGHTS LSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,5700,130100,135800,2000,45540,47540,Yes,Res/Ag,98.9,0.098423,0.096661,0.024165,89.166048,1.47,4.843961,2.193655,6.979812,0.747837,0.69555,1.29625,2.8,2.54,0,1.43,11.488231,52.680752,0,61.15,201.5,91.25,290.34,31.11,28.93,53.92,116.47,105.66,0,59.49,495.57,0,0,1535.39,3726.78,TifDetails-TY2014-2025-05-22.xlsx,,,,,,
2014,175,90-079,COLS WAGGONER M/I INCENT (175),Active,2006,2035,100,175273739,COL.&FRANKLIN COUNTY PUB LIB D,LICKING COUNTY JVSD,,COLUMBUS CITY,JEFFERSON TWP,LICKING HEIGHTS LSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,91200,91200,0,31920,31920,Yes,Res/Ag,98.9,0.098423,0.096661,0.024165,89.166048,1.47,4.843961,2.193655,6.979812,0.747837,0.69555,1.29625,2.8,2.54,0,1.43,11.488231,52.680752,0,41.06,135.29,61.27,194.94,20.89,19.43,36.2,78.2,70.94,0,39.94,332.75,0,0,1030.91,2502.28,TifDetails-TY2014-2025-05-22.xlsx,,,,,,
2014,175,90-079,COLS WAGGONER M/I INCENT (175),Active,2006,2035,100,175273740,COL.&FRANKLIN COUNTY PUB LIB D,LICKING COUNTY JVSD,,COLUMBUS CITY,JEFFERSON TWP,LICKING HEIGHTS LSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,136200,136200,0,47670,47670,No,Res/Ag,98.9,0.098423,0.096661,0.024165,89.166048,1.47,4.843961,2.193655,6.979812,0.747837,0.69555,1.29625,2.8,2.54,0,1.43,11.488231,52.680752,0,63.07,207.81,94.11,299.46,32.08,29.84,55.61,120.13,108.98,0,61.35,507.08,0,0,1579.52,3839.68,TifDetails-TY2014-2025-05-22.xlsx,,,,,,
2014,175,90-079,COLS WAGGONER M/I INCENT (175),Active,2006,2035,100,175273741,COL.&FRANKLIN COUNTY PUB LIB D,LICKING COUNTY JVSD,,COLUMBUS CITY,JEFFERSON TWP,LICKING HEIGHTS LSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,123500,123500,0,43230,43230,No,Res/Ag,98.9,0.098423,0.096661,0.024165,89.166048,1.47,4.843961,2.193655,6.979812,0.747837,0.69555,1.29625,2.8,2.54,0,1.43,11.488231,52.680752,0,57.19,188.46,85.35,271.56,29.1,27.06,50.43,108.94,98.83,0,55.63,459.85,0,0,1432.4,3482.04,TifDetails-TY2014-2025-05-22.xlsx,,,,,,
2014,175,90-079,COLS WAGGONER M/I INCENT (175),Active,2006,2035,100,175273742,COL.&FRANKLIN COUNTY PUB LIB D,LICKING COUNTY JVSD,,COLUMBUS CITY,JEFFERSON TWP,LICKING HEIGHTS LSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,130700,130700,0,45750,45750,Yes,Res/Ag,98.9,0.098423,0.096661,0.024165,89.166048,1.47,4.843961,2.193655,6.979812,0.747837,0.69555,1.29625,2.8,2.54,0,1.43,11.488231,52.680752,0,58.85,193.91,87.81,279.4,29.94,27.84,51.89,112.09,101.68,0,57.25,476.91,0,0,1477.57,3586.44,TifDetails-TY2014-2025-05-22.xlsx,,,,,,
